,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
46,46,48, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not consumed.  
6. 0:00 - 1:00: The mouse is stationary, with both paws resting on the surface.  
1:00 - 1:05: A water drop forms and remains attached to the spout.  
1:05 - 1:15: The mouse lifts its right paw and moves it toward the water drop.  
1:15 - 1:20: The mouse's right paw touches the water drop, but the drop remains on the spout.  
1:20 - 1:30: The mouse retracts its paw without retrieving the water drop.  
1:30 - 2:00: The mouse remains stationary, with no further interaction with the water drop.  
7. 95%", 95%
47,47,14, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 1:05: Water drop forms and remains on the spout.  
1:06 - 1:10: Mouse's right paw lifts and moves toward the water drop.  
1:11 - 1:15: Right paw touches the water drop, but the drop does not detach.  
1:16 - 1:20: Right paw retracts without bringing the drop to the mouth.  
1:21 - 4:45: Mouse attempts to lick the spout with its tongue, but no water is consumed.  
7. 95%", 95%
48,48,12, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw, made contact with the water drop, and brought it to its mouth. The tongue then made direct contact with the water, and the mouse consumed the entire drop, as evidenced by the complete disappearance of the drop and the absence of any remaining water on the spout or paw.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw, made contact with the water drop, and brought it to its mouth. The tongue then made direct contact with the water, and the mouse consumed the entire drop, as evidenced by the complete disappearance of the drop and the absence of any remaining water on the spout or paw.  
6. 0:54 - 1:10: Water drop forms and remains attached to the spout.  
1:11 - 1:28: Mouse extends its right paw toward the water drop.  
1:29 - 1:35: Mouse's tongue makes contact with the water drop.  
1:36 - 3:25: Mouse consumes the water drop, with no visible spillage.  
3:26 - 4:45: Mouse retracts its paw and continues to lick its mouth.  
7. 95%", 95%
49,49,23, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 0:58: The mouse is stationary with both paws on the surface.  
0:59 - 1:05: The water drop forms and remains attached to the spout.  
1:06 - 1:15: The mouse lifts its right paw and moves it toward the water drop.  
1:16 - 1:20: The mouse's right paw touches the water drop, but the drop does not transfer to the paw.  
1:21 - 1:25: The mouse brings its right paw to its mouth, but no water is visible on the paw or in the mouth.  
1:26 - 1:30: The mouse licks its paw, but no water is consumed.  
1:31 - 4:45: The mouse continues to lick its paw, but no water is retrieved or consumed.  
7. 95%", 95%
50,50,57, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw, made physical contact with the water drop, and brought it to its mouth. The tongue then made contact with the water, and the mouse consumed the entire drop. There is no evidence of spillage or incomplete retrieval.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw, made physical contact with the water drop, and brought it to its mouth. The tongue then made contact with the water, and the mouse consumed the entire drop. There is no evidence of spillage or incomplete retrieval.  
6. 0:00 - 1:40: The water drop forms and remains attached to the spout.  
1:41 - 1:45: The mouse extends its right paw toward the water drop.  
1:46 - 1:50: The mouse's paw touches the water drop, and the drop adheres to the paw.  
1:51 - 2:00: The mouse brings the water drop to its mouth and begins to lick it.  
2:01 - 2:10: The mouse continues to lick the water drop, consuming it entirely.  
2:11 - 2:15: The mouse finishes drinking, and the water drop is no longer visible.  
7. 95%", 95%
51,51,52, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, nor did it retrieve any of the water. The tongue did not touch the drop, and the right paw did not move toward the spout to bring the drop to the mouth. No water was consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, nor did it retrieve any of the water. The tongue did not touch the drop, and the right paw did not move toward the spout to bring the drop to the mouth. No water was consumed.  
6. 0:00 - 1:00: Water drop forms and remains attached to the spout.  
1:00 - 1:40: Mouse remains stationary, paws on surface, no movement toward spout.  
1:40 - 2:00: Right paw lifts and moves toward the spout, but does not touch the water drop.  
2:00 - 2:10: Right paw retracts without contact.  
2:10 - 4:40: Mouse remains still, no further attempts to reach the water.  
7. 95%", 95%
52,52,10, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 0:50: The mouse is stationary, with both paws on the surface.  
0:51 - 1:00: The mouse lifts its right paw toward the spout.  
1:01 - 1:05: The water drop is visible on the spout, but the mouse's paw does not touch it.  
1:06 - 1:10: The mouse extends its tongue but does not make contact with the water drop.  
1:11 - 4:40: The mouse continues to attempt to reach the drop with its paw, but no physical contact occurs. The water drop remains on the spout.  
7. 95%", 95%
53,53,0, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 1:00: Water drop forms and remains on the spout.  
1:00 - 1:20: Mouse's right paw lifts and moves toward the spout.  
1:20 - 1:30: Right paw touches the water drop, but the drop does not detach.  
1:30 - 1:40: Mouse attempts to lick the spout, but the tongue does not make contact with the water drop.  
1:40 - 2:00: Mouse retracts paw and continues to attempt to reach the drop.  
2:00 - 2:20: Mouse's right paw moves back to the spout, but the drop remains attached.  
2:20 - 2:40: Mouse continues to attempt to reach the drop with its paw.  
2:40 - 3:00: Mouse retracts paw and remains in position.  
7. 95%", 95%
54,54,38,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 1:30: The water drop forms and remains attached to the spout.  
1:30 - 1:40: The mouse lifts its right paw toward the spout.  
1:40 - 2:00: The mouse's paw touches the water drop, but the drop does not detach.  
2:00 - 2:10: The mouse attempts to lick the drop with its tongue, but the tongue does not make contact.  
2:10 - 2:20: The mouse retracts its paw and continues to attempt to reach the drop.  
2:20 - 2:30: The mouse lifts its right paw again, but the drop remains on the spout.  
2:30 - 2:40: The mouse attempts to lick the drop again, but the tongue does not make contact.  
2:40 - 2:50: The mouse retracts its paw and the drop remains on the spout.  
2:50 - 3:00: The mouse lifts its right paw again, but the drop remains on the spout.  
3:00 - 3:10: The mouse attempts to lick the drop again, but the tongue does not make contact.  
3:10 - 3:20: The mouse retracts its paw and the drop remains on the spout.  
3:20 - 3:30: The mouse lifts its right paw again, but the drop remains on the spout.  
3:30 - 3:40: The mouse attempts to lick the drop again, but the tongue does not make contact.  
3:40 - 3:50: The mouse retracts its paw and the drop remains on the spout.  
3:50 - 4:00: The mouse lifts its right paw again, but the drop remains on the spout.  
4:00 - 4:10: The mouse attempts to lick the drop again, but the tongue does not make contact.  
4:10 - 4:20: The mouse retracts its paw and the drop remains on the spout.  
4:20 - 4:30: The mouse lifts its right paw again, but the drop remains on the spout.  
4:30 - 4:40: The mouse attempts to lick the drop again, but the tongue does not make contact.  
4:40 - 4:50: The mouse retracts its paw and the drop remains on the spout.  
4:50 - 5:00: The mouse lifts its right paw again, but the drop remains on the spout.  
5:00 - 5:10: The mouse attempts to lick the drop again, but the tongue does not make contact.  
5:10 - 5:20: The mouse retracts its paw and the drop remains on the spout.  
5:20 - 5:30: The mouse lifts its right paw again, but the drop remains on the spout.  
5:30 - 5:40: The mouse attempts to lick the drop again, but the tongue does not make contact.  
5:40 - 5:50: The mouse retracts its paw and the drop remains on the spout.  
5:50 - 6:00: The mouse lifts its right paw again, but the drop remains on the spout.  
6:00 - 6:10: The mouse attempts to lick the drop again, but the tongue does not make contact.  
6:10 - 6:20: The mouse retracts its paw and the drop remains on the spout.  
6:20 - 6:30: The mouse lifts its right paw again, but the drop remains on the spout.  
6:30 - 6:40: The mouse attempts to lick the drop again, but the tongue does not make contact.  
6:40 - 6:50: The mouse retracts its paw and the drop remains on the spout.  
6:50 - 7:00: The mouse lifts its right paw again, but the drop remains on the spout.  
7:00 - 7:10: The mouse attempts to lick the drop again, but the tongue does not make contact.  
7:10",
55,55,26, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 0:55: The mouse is stationary, with both paws resting on the surface.  
0:56 - 1:05: The mouse lifts its right paw and moves it toward the spout.  
1:06 - 1:10: The mouse's right paw touches the water drop on the spout.  
1:11 - 1:15: The mouse retracts its paw, and the water drop remains on the spout.  
1:16 - 1:20: The mouse brings its right paw to its mouth, but no water is visible on the paw.  
1:21 - 1:30: The mouse licks its paw, but no water is consumed.  
1:31 - 1:40: The mouse continues to lick its paw, but no water is consumed.  
1:41 - 2:00: The mouse returns its paw to the surface, and no water is visible.  
2:01 - 2:10: The mouse lifts its right paw again and moves it toward the spout.  
2:11 - 2:15: The mouse's right paw touches the water drop on the spout.  
2:16 - 2:20: The mouse retracts its paw, and the water drop remains on the spout.  
2:21 - 2:30: The mouse brings its right paw to its mouth, but no water is visible on the paw.  
2:31 - 2:40: The mouse licks its paw, but no water is consumed.  
2:41 - 2:50: The mouse returns its paw to the surface, and no water is visible.  
2:51 - 3:00: The mouse lifts its right paw again and moves it toward the spout.  
3:01 - 3:05: The mouse's right paw touches the water drop on the spout.  
3:06 - 3:10: The mouse retracts its paw, and the water drop remains on the spout.  
3:11 - 3:20: The mouse brings its right paw to its mouth, but no water is visible on the paw.  
3:21 - 3:30: The mouse licks its paw, but no water is consumed.  
3:31 - 3:40: The mouse returns its paw to the surface, and no water is visible.  
3:41 - 4:00: The mouse remains stationary, with both paws resting on the surface.  
7. 95%", 95%
56,56,55, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 1:58: The mouse is stationary with both paws on the surface, and the water drop is visible on the spout.  
1:59 - 2:03: The mouse lifts its right paw and touches the water drop.  
2:04 - 2:07: The mouse retracts its paw, and the water drop remains on the spout.  
2:08 - 4:45: The mouse does not make further attempts to retrieve the water drop.  
7. 95%", 95%
57,57,44, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not consumed.  
6. 0:00 - 1:20: The water drop forms and remains on the spout.  
1:21 - 1:25: The mouse lifts its right paw toward the spout.  
1:26 - 1:30: The mouse's paw touches the water drop, but the drop does not detach.  
1:31 - 1:35: The mouse attempts to lick the drop, but the tongue does not make contact.  
1:36 - 4:45: The mouse continues to attempt to reach the drop with its paw and tongue, but no water is retrieved.  
7. 95%", 95%
